MUNICIPALITY,YEAR,FARM TYPE,CROP,MONTH,Area planted(ha),Area harvested(ha),Production(mt),Productivity(mt/ha),Rain Value (mm)
MANKAYAN,2019,RAINFED,GARDEN PEAS,APR,5,5.0,55,11.0,14.6
MANKAYAN,2019,RAINFED,GARDEN PEAS,MAY,15,5.0,55,11.0,18.4
MANKAYAN,2019,RAINFED,GARDEN PEAS,JUN,15,5.0,55,11.0,10.2
MANKAYAN,2019,RAINFED,GARDEN PEAS,JUL,10,15.0,90,6.0,38.2
MANKAYAN,2019,RAINFED,GARDEN PEAS,AUG,10,15.0,90,6.0,181.0
MANKAYAN,2019,RAINFED,GARDEN PEAS,SEP,10,10.0,60,6.0,306.6
MANKAYAN,2019,RAINFED,GARDEN PEAS,OCT,15,10.0,60,6.0,142.2
MANKAYAN,2019,RAINFED,GARDEN PEAS,NOV,15,10.0,60,6.0,41.4
MANKAYAN,2019,RAINFED,GARDEN PEAS,DEC,5,15.0,90,6.0,5.8
MANKAYAN,2019,RAINFED,SWEET PEPPER,JAN,5,10.0,60,6.0,6.4
MANKAYAN,2019,RAINFED,SWEET PEPPER,FEB,5,5.0,55,11.0,0.2
MANKAYAN,2019,RAINFED,SWEET PEPPER,MAR,5,5.0,55,11.0,23.8
MANKAYAN,2019,RAINFED,SWEET PEPPER,APR,5,5.0,55,11.0,14.6
MANKAYAN,2019,RAINFED,SWEET PEPPER,MAY,15,5.0,55,11.0,18.4
MANKAYAN,2019,RAINFED,SWEET PEPPER,JUN,15,5.0,55,11.0,10.2
MANKAYAN,2019,RAINFED,SWEET PEPPER,JUL,15,5.0,55,11.0,38.2
MANKAYAN,2019,RAINFED,SWEET PEPPER,AUG,15,15.0,90,6.0,181.0
MANKAYAN,2019,RAINFED,SWEET PEPPER,SEP,10,15.0,90,6.0,306.6
MANKAYAN,2019,RAINFED,SWEET PEPPER,OCT,10,15.0,90,6.0,142.2
MANKAYAN,2019,RAINFED,SWEET PEPPER,NOV,5,15.0,90,6.0,41.4
MANKAYAN,2019,RAINFED,SWEET PEPPER,DEC,5,10.0,60,6.0,5.8
MANKAYAN,2019,RAINFED,WHITE POTATO,JAN,5,100.0,2400,24.0,6.4
MANKAYAN,2019,RAINFED,WHITE POTATO,FEB,5,100.0,2400,24.0,0.2
MANKAYAN,2019,RAINFED,WHITE POTATO,MAR,5,5.0,55,11.0,23.8
MANKAYAN,2019,RAINFED,WHITE POTATO,APR,5,5.0,55,11.0,14.6
MANKAYAN,2019,RAINFED,WHITE POTATO,MAY,200,5.0,55,11.0,18.4
MANKAYAN,2019,RAINFED,WHITE POTATO,JUN,5,5.0,55,11.0,10.2
MANKAYAN,2019,RAINFED,WHITE POTATO,JUL,5,200.0,4800,24.0,38.2
MANKAYAN,2019,RAINFED,WHITE POTATO,AUG,200,5.0,55,11.0,181.0
MANKAYAN,2019,RAINFED,WHITE POTATO,SEP,5,5.0,55,11.0,306.6
MANKAYAN,2019,RAINFED,WHITE POTATO,OCT,200,200.0,4800,24.0,142.2
MANKAYAN,2019,RAINFED,WHITE POTATO,NOV,200,5.0,55,11.0,41.4
MANKAYAN,2019,RAINFED,WHITE POTATO,DEC,5,200.0,4800,24.0,5.8
MANKAYAN,2019,RAINFED,CARROTS,JAN,5,50.0,900,18.0,6.4
MANKAYAN,2019,RAINFED,CARROTS,FEB,5,5.0,55,11.0,0.2
MANKAYAN,2019,RAINFED,CARROTS,MAR,5,5.0,55,11.0,23.8
MANKAYAN,2019,RAINFED,CARROTS,APR,5,5.0,55,11.0,14.6
MANKAYAN,2019,RAINFED,CARROTS,MAY,50,5.0,55,11.0,18.4
MANKAYAN,2019,RAINFED,CARROTS,JUN,50,5.0,55,11.0,10.2
MANKAYAN,2019,RAINFED,CARROTS,JUL,35.49,5.0,55,11.0,38.2
MANKAYAN,2019,RAINFED,CARROTS,AUG,5,45.0,810,18.0,181.0
MANKAYAN,2019,RAINFED,CARROTS,SEP,50,50.0,900,18.0,306.6
MANKAYAN,2019,RAINFED,CARROTS,OCT,50,16.8,302.4,18.0,142.2
MANKAYAN,2019,RAINFED,CARROTS,NOV,5,5.0,55,11.0,41.4
MANKAYAN,2019,RAINFED,CARROTS,DEC,5,50.0,900,18.0,5.8
SABLAN,2019,IRRIGATED,CABBAGE,JAN,5,5.0,55,11.0,6.4
SABLAN,2019,IRRIGATED,CABBAGE,FEB,5,5.0,55,11.0,0.2
SABLAN,2019,IRRIGATED,CABBAGE,MAR,5,5.0,55,11.0,23.8
SABLAN,2019,IRRIGATED,CABBAGE,APR,5,5.0,55,11.0,14.6
SABLAN,2019,IRRIGATED,CABBAGE,MAY,5,5.0,55,11.0,18.4
SABLAN,2019,IRRIGATED,CABBAGE,JUN,5,5.0,55,11.0,10.2
SABLAN,2019,IRRIGATED,CABBAGE,JUL,5,5.0,55,11.0,38.2
SABLAN,2019,IRRIGATED,CABBAGE,AUG,5,5.0,55,11.0,181.0
SABLAN,2019,IRRIGATED,CABBAGE,SEP,5,5.0,55,11.0,306.6
SABLAN,2019,IRRIGATED,CABBAGE,OCT,5,5.0,55,11.0,142.2
SABLAN,2019,IRRIGATED,CABBAGE,NOV,5,5.0,55,11.0,41.4
SABLAN,2019,IRRIGATED,CABBAGE,DEC,5,5.0,55,11.0,5.8
SABLAN,2019,IRRIGATED,CHINESE CABBAGE,JAN,0.9,5.0,55,11.0,6.4
SABLAN,2019,IRRIGATED,CHINESE CABBAGE,FEB,5,5.0,55,11.0,0.2
SABLAN,2019,IRRIGATED,CHINESE CABBAGE,MAR,5,5.0,55,11.0,23.8
SABLAN,2019,IRRIGATED,CHINESE CABBAGE,APR,5,0.9,18,20.0,14.6
SABLAN,2019,IRRIGATED,CHINESE CABBAGE,MAY,5,5.0,55,11.0,18.4
SABLAN,2019,IRRIGATED,CHINESE CABBAGE,JUN,5,5.0,55,11.0,10.2
SABLAN,2019,IRRIGATED,CHINESE CABBAGE,JUL,5,5.0,55,11.0,38.2
SABLAN,2019,IRRIGATED,CHINESE CABBAGE,AUG,5,5.0,55,11.0,181.0
SABLAN,2019,IRRIGATED,CHINESE CABBAGE,SEP,1.9,5.0,55,11.0,306.6
SABLAN,2019,IRRIGATED,CHINESE CABBAGE,OCT,5,5.0,55,11.0,142.2
SABLAN,2019,IRRIGATED,CHINESE CABBAGE,NOV,5,5.0,55,11.0,41.4
SABLAN,2019,IRRIGATED,CHINESE CABBAGE,DEC,5,1.9,38,20.0,5.8
SABLAN,2019,IRRIGATED,LETTUCE,JAN,5,5.0,55,11.0,6.4
SABLAN,2019,IRRIGATED,LETTUCE,FEB,5,5.0,55,11.0,0.2
SABLAN,2019,IRRIGATED,LETTUCE,MAR,5,5.0,55,11.0,23.8
SABLAN,2019,IRRIGATED,LETTUCE,APR,5,5.0,55,11.0,14.6
SABLAN,2019,IRRIGATED,LETTUCE,MAY,5,5.0,55,11.0,18.4
SABLAN,2019,IRRIGATED,LETTUCE,JUN,5,5.0,55,11.0,10.2
SABLAN,2019,IRRIGATED,LETTUCE,JUL,5,5.0,55,11.0,38.2
SABLAN,2019,IRRIGATED,LETTUCE,AUG,5,5.0,55,11.0,181.0
SABLAN,2019,IRRIGATED,LETTUCE,SEP,5,5.0,55,11.0,306.6
SABLAN,2019,IRRIGATED,LETTUCE,OCT,5,5.0,55,11.0,142.2
SABLAN,2019,IRRIGATED,LETTUCE,NOV,5,5.0,55,11.0,41.4
SABLAN,2019,IRRIGATED,LETTUCE,DEC,5,5.0,55,11.0,5.8
SABLAN,2019,IRRIGATED,CAULIFLOWER,JAN,5,5.0,55,11.0,6.4
SABLAN,2019,IRRIGATED,CAULIFLOWER,FEB,5,5.0,55,11.0,0.2
SABLAN,2019,IRRIGATED,CAULIFLOWER,MAR,5,5.0,55,11.0,23.8
SABLAN,2019,IRRIGATED,CAULIFLOWER,APR,5,5.0,55,11.0,14.6
SABLAN,2019,IRRIGATED,CAULIFLOWER,MAY,5,5.0,55,11.0,18.4
SABLAN,2019,IRRIGATED,CAULIFLOWER,JUN,5,5.0,55,11.0,10.2
SABLAN,2019,IRRIGATED,CAULIFLOWER,JUL,5,5.0,55,11.0,38.2
SABLAN,2019,IRRIGATED,CAULIFLOWER,AUG,5,5.0,55,11.0,181.0
SABLAN,2019,IRRIGATED,CAULIFLOWER,SEP,5,5.0,55,11.0,306.6
SABLAN,2019,IRRIGATED,CAULIFLOWER,OCT,5,5.0,55,11.0,142.2
SABLAN,2019,IRRIGATED,CAULIFLOWER,NOV,5,5.0,55,11.0,41.4
SABLAN,2019,IRRIGATED,CAULIFLOWER,DEC,5,5.0,55,11.0,5.8
SABLAN,2019,IRRIGATED,BROCCOLI,JAN,5,5.0,55,11.0,6.4
SABLAN,2019,IRRIGATED,BROCCOLI,FEB,5,5.0,55,11.0,0.2
SABLAN,2019,IRRIGATED,BROCCOLI,MAR,5,5.0,55,11.0,23.8
SABLAN,2019,IRRIGATED,BROCCOLI,APR,5,5.0,55,11.0,14.6
SABLAN,2019,IRRIGATED,BROCCOLI,MAY,5,5.0,55,11.0,18.4
SABLAN,2019,IRRIGATED,BROCCOLI,JUN,5,5.0,55,11.0,10.2
SABLAN,2019,IRRIGATED,BROCCOLI,JUL,5,5.0,55,11.0,38.2
SABLAN,2019,IRRIGATED,BROCCOLI,AUG,5,5.0,55,11.0,181.0
SABLAN,2019,IRRIGATED,BROCCOLI,SEP,5,5.0,55,11.0,306.6
SABLAN,2019,IRRIGATED,BROCCOLI,OCT,5,5.0,55,11.0,142.2
SABLAN,2019,IRRIGATED,BROCCOLI,NOV,5,5.0,55,11.0,41.4
SABLAN,2019,IRRIGATED,BROCCOLI,DEC,5,5.0,55,11.0,5.8
SABLAN,2019,IRRIGATED,SNAP BEANS,JAN,12.61,12.0,120,10.0,6.4
SABLAN,2019,IRRIGATED,SNAP BEANS,FEB,8,10.0,100,10.0,0.2
SABLAN,2019,IRRIGATED,SNAP BEANS,MAR,6,12.61,126.1,10.0,23.8
SABLAN,2019,IRRIGATED,SNAP BEANS,APR,8,8.0,80,10.0,14.6
SABLAN,2019,IRRIGATED,SNAP BEANS,MAY,10,6.0,60,10.0,18.4
SABLAN,2019,IRRIGATED,SNAP BEANS,JUN,6,8.0,80,10.0,10.2
SABLAN,2019,IRRIGATED,SNAP BEANS,JUL,5.4,8.5,85,10.0,38.2
SABLAN,2019,IRRIGATED,SNAP BEANS,AUG,5.48,8.0,80,10.0,181.0
SABLAN,2019,IRRIGATED,SNAP BEANS,SEP,11,5.0,50,10.0,306.6
SABLAN,2019,IRRIGATED,SNAP BEANS,OCT,20,4.6,46,10.0,142.2
SABLAN,2019,IRRIGATED,SNAP BEANS,NOV,12.24,11.0,110,10.0,41.4
SABLAN,2019,IRRIGATED,SNAP BEANS,DEC,12.04,20.0,200,10.0,5.8
SABLAN,2019,IRRIGATED,GARDEN PEAS,JAN,1,5.0,55,11.0,6.4
SABLAN,2019,IRRIGATED,GARDEN PEAS,FEB,5,5.0,55,11.0,0.2
SABLAN,2019,IRRIGATED,GARDEN PEAS,MAR,5,1.0,4,4.0,23.8
SABLAN,2019,IRRIGATED,GARDEN PEAS,APR,5,5.0,55,11.0,14.6
SABLAN,2019,IRRIGATED,GARDEN PEAS,MAY,5,5.0,55,11.0,18.4
SABLAN,2019,IRRIGATED,GARDEN PEAS,JUN,5,5.0,55,11.0,10.2
SABLAN,2019,IRRIGATED,GARDEN PEAS,JUL,5,5.0,55,11.0,38.2
SABLAN,2019,IRRIGATED,GARDEN PEAS,AUG,5,5.0,55,11.0,181.0
SABLAN,2019,IRRIGATED,GARDEN PEAS,SEP,1,5.0,55,11.0,306.6
SABLAN,2019,IRRIGATED,GARDEN PEAS,OCT,4,5.0,55,11.0,142.2
SABLAN,2019,IRRIGATED,GARDEN PEAS,NOV,5,2.39,9.56,4.0,41.4
SABLAN,2019,IRRIGATED,GARDEN PEAS,DEC,5,4.0,16,4.0,5.8
SABLAN,2019,IRRIGATED,SWEET PEPPER,JAN,1,5.0,55,11.0,6.4
SABLAN,2019,IRRIGATED,SWEET PEPPER,FEB,3,6.89,55.12,8.0,0.2
SABLAN,2019,IRRIGATED,SWEET PEPPER,MAR,3,1.0,8,8.0,23.8
SABLAN,2019,IRRIGATED,SWEET PEPPER,APR,5,5.0,55,11.0,14.6
SABLAN,2019,IRRIGATED,SWEET PEPPER,MAY,12,3.0,24,8.0,18.4
SABLAN,2019,IRRIGATED,SWEET PEPPER,JUN,9,3.0,24,8.0,10.2
SABLAN,2019,IRRIGATED,SWEET PEPPER,JUL,12,12.0,96,8.0,38.2
SABLAN,2019,IRRIGATED,SWEET PEPPER,AUG,5,9.0,72,8.0,181.0
SABLAN,2019,IRRIGATED,SWEET PEPPER,SEP,10,12.0,96,8.0,306.6
SABLAN,2019,IRRIGATED,SWEET PEPPER,OCT,5,5.0,55,11.0,142.2
SABLAN,2019,IRRIGATED,SWEET PEPPER,NOV,5,10.0,80,8.0,41.4
SABLAN,2019,IRRIGATED,SWEET PEPPER,DEC,5,5.0,55,11.0,5.8
SABLAN,2019,IRRIGATED,WHITE POTATO,JAN,5,5.0,55,11.0,6.4
SABLAN,2019,IRRIGATED,WHITE POTATO,FEB,5,5.0,55,11.0,0.2
SABLAN,2019,IRRIGATED,WHITE POTATO,MAR,5,5.0,55,11.0,23.8
SABLAN,2019,IRRIGATED,WHITE POTATO,APR,5,5.0,55,11.0,14.6
SABLAN,2019,IRRIGATED,WHITE POTATO,MAY,5,5.0,55,11.0,18.4
SABLAN,2019,IRRIGATED,WHITE POTATO,JUN,5,5.0,55,11.0,10.2
SABLAN,2019,IRRIGATED,WHITE POTATO,JUL,5,5.0,55,11.0,38.2
SABLAN,2019,IRRIGATED,WHITE POTATO,AUG,5,5.0,55,11.0,181.0
SABLAN,2019,IRRIGATED,WHITE POTATO,SEP,5,5.0,55,11.0,306.6
SABLAN,2019,IRRIGATED,WHITE POTATO,OCT,5,5.0,55,11.0,142.2
SABLAN,2019,IRRIGATED,WHITE POTATO,NOV,5,5.0,55,11.0,41.4
SABLAN,2019,IRRIGATED,WHITE POTATO,DEC,5,5.0,55,11.0,5.8
SABLAN,2019,IRRIGATED,CARROTS,JAN,5,5.0,55,11.0,6.4
SABLAN,2019,IRRIGATED,CARROTS,FEB,5,5.0,55,11.0,0.2
SABLAN,2019,IRRIGATED,CARROTS,MAR,5,5.0,55,11.0,23.8
SABLAN,2019,IRRIGATED,CARROTS,APR,5,5.0,55,11.0,14.6
SABLAN,2019,IRRIGATED,CARROTS,MAY,5,5.0,55,11.0,18.4
SABLAN,2019,IRRIGATED,CARROTS,JUN,5,5.0,55,11.0,10.2
SABLAN,2019,IRRIGATED,CARROTS,JUL,5,5.0,55,11.0,38.2
SABLAN,2019,IRRIGATED,CARROTS,AUG,5,5.0,55,11.0,181.0
SABLAN,2019,IRRIGATED,CARROTS,SEP,5,5.0,55,11.0,306.6
SABLAN,2019,IRRIGATED,CARROTS,OCT,5,5.0,55,11.0,142.2
SABLAN,2019,IRRIGATED,CARROTS,NOV,5,5.0,55,11.0,41.4
SABLAN,2019,IRRIGATED,CARROTS,DEC,5,5.0,55,11.0,5.8
SABLAN,2019,RAINFED,CABBAGE,JAN,5,5.0,55,11.0,6.4
SABLAN,2019,RAINFED,CABBAGE,FEB,5,5.0,55,11.0,0.2
SABLAN,2019,RAINFED,CABBAGE,MAR,5,5.0,55,11.0,23.8
SABLAN,2019,RAINFED,CABBAGE,APR,5,5.0,55,11.0,14.6
SABLAN,2019,RAINFED,CABBAGE,MAY,5,5.0,55,11.0,18.4
SABLAN,2019,RAINFED,CABBAGE,JUN,5,5.0,55,11.0,10.2
SABLAN,2019,RAINFED,CABBAGE,JUL,5,5.0,55,11.0,38.2
SABLAN,2019,RAINFED,CABBAGE,AUG,5,5.0,55,11.0,181.0
SABLAN,2019,RAINFED,CABBAGE,SEP,5,5.0,55,11.0,306.6
SABLAN,2019,RAINFED,CABBAGE,OCT,5,5.0,55,11.0,142.2
SABLAN,2019,RAINFED,CABBAGE,NOV,5,5.0,55,11.0,41.4
SABLAN,2019,RAINFED,CABBAGE,DEC,5,5.0,55,11.0,5.8
SABLAN,2019,RAINFED,CHINESE CABBAGE,JAN,5,5.0,55,11.0,6.4
SABLAN,2019,RAINFED,CHINESE CABBAGE,FEB,5,5.0,55,11.0,0.2
SABLAN,2019,RAINFED,CHINESE CABBAGE,MAR,5,5.0,55,11.0,23.8
SABLAN,2019,RAINFED,CHINESE CABBAGE,APR,5,5.0,55,11.0,14.6
SABLAN,2019,RAINFED,CHINESE CABBAGE,MAY,5,5.0,55,11.0,18.4
SABLAN,2019,RAINFED,CHINESE CABBAGE,JUN,5,5.0,55,11.0,10.2
SABLAN,2019,RAINFED,CHINESE CABBAGE,JUL,5,5.0,55,11.0,38.2
SABLAN,2019,RAINFED,CHINESE CABBAGE,AUG,5,5.0,55,11.0,181.0
SABLAN,2019,RAINFED,CHINESE CABBAGE,SEP,5,5.0,55,11.0,306.6
SABLAN,2019,RAINFED,CHINESE CABBAGE,OCT,5,5.0,55,11.0,142.2
SABLAN,2019,RAINFED,CHINESE CABBAGE,NOV,5,5.0,55,11.0,41.4
SABLAN,2019,RAINFED,CHINESE CABBAGE,DEC,5,5.0,55,11.0,5.8
SABLAN,2019,RAINFED,LETTUCE,JAN,5,5.0,55,11.0,6.4
SABLAN,2019,RAINFED,LETTUCE,FEB,5,5.0,55,11.0,0.2
SABLAN,2019,RAINFED,LETTUCE,MAR,5,5.0,55,11.0,23.8
SABLAN,2019,RAINFED,LETTUCE,APR,5,5.0,55,11.0,14.6
SABLAN,2019,RAINFED,LETTUCE,MAY,5,5.0,55,11.0,18.4
SABLAN,2019,RAINFED,LETTUCE,JUN,5,5.0,55,11.0,10.2
SABLAN,2019,RAINFED,LETTUCE,JUL,5,5.0,55,11.0,38.2
SABLAN,2019,RAINFED,LETTUCE,AUG,5,5.0,55,11.0,181.0
SABLAN,2019,RAINFED,LETTUCE,SEP,5,5.0,55,11.0,306.6
SABLAN,2019,RAINFED,LETTUCE,OCT,5,5.0,55,11.0,142.2
SABLAN,2019,RAINFED,LETTUCE,NOV,5,5.0,55,11.0,41.4
SABLAN,2019,RAINFED,LETTUCE,DEC,5,5.0,55,11.0,5.8
SABLAN,2019,RAINFED,CAULIFLOWER,JAN,5,5.0,55,11.0,6.4
SABLAN,2019,RAINFED,CAULIFLOWER,FEB,5,5.0,55,11.0,0.2
SABLAN,2019,RAINFED,CAULIFLOWER,MAR,5,5.0,55,11.0,23.8
SABLAN,2019,RAINFED,CAULIFLOWER,APR,5,5.0,55,11.0,14.6
SABLAN,2019,RAINFED,CAULIFLOWER,MAY,5,5.0,55,11.0,18.4
SABLAN,2019,RAINFED,CAULIFLOWER,JUN,5,5.0,55,11.0,10.2
SABLAN,2019,RAINFED,CAULIFLOWER,JUL,5,5.0,55,11.0,38.2
SABLAN,2019,RAINFED,CAULIFLOWER,AUG,5,5.0,55,11.0,181.0
SABLAN,2019,RAINFED,CAULIFLOWER,SEP,5,5.0,55,11.0,306.6
SABLAN,2019,RAINFED,CAULIFLOWER,OCT,5,5.0,55,11.0,142.2
SABLAN,2019,RAINFED,CAULIFLOWER,NOV,5,5.0,55,11.0,41.4
SABLAN,2019,RAINFED,CAULIFLOWER,DEC,5,5.0,55,11.0,5.8
SABLAN,2019,RAINFED,BROCCOLI,JAN,5,5.0,55,11.0,6.4
SABLAN,2019,RAINFED,BROCCOLI,FEB,5,5.0,55,11.0,0.2
SABLAN,2019,RAINFED,BROCCOLI,MAR,5,5.0,55,11.0,23.8
SABLAN,2019,RAINFED,BROCCOLI,APR,5,5.0,55,11.0,14.6
SABLAN,2019,RAINFED,BROCCOLI,MAY,5,5.0,55,11.0,18.4
SABLAN,2019,RAINFED,BROCCOLI,JUN,5,5.0,55,11.0,10.2
SABLAN,2019,RAINFED,BROCCOLI,JUL,5,5.0,55,11.0,38.2
SABLAN,2019,RAINFED,BROCCOLI,AUG,5,5.0,55,11.0,181.0
SABLAN,2019,RAINFED,BROCCOLI,SEP,5,5.0,55,11.0,306.6
SABLAN,2019,RAINFED,BROCCOLI,OCT,5,5.0,55,11.0,142.2
SABLAN,2019,RAINFED,BROCCOLI,NOV,5,5.0,55,11.0,41.4
SABLAN,2019,RAINFED,BROCCOLI,DEC,5,5.0,55,11.0,5.8
SABLAN,2019,RAINFED,SNAP BEANS,JAN,5,19.8,198,10.0,6.4
SABLAN,2019,RAINFED,SNAP BEANS,FEB,5,5.0,55,11.0,0.2
SABLAN,2019,RAINFED,SNAP BEANS,MAR,5,5.0,55,11.0,23.8
SABLAN,2019,RAINFED,SNAP BEANS,APR,8,5.0,55,11.0,14.6
SABLAN,2019,RAINFED,SNAP BEANS,MAY,8,5.0,55,11.0,18.4
SABLAN,2019,RAINFED,SNAP BEANS,JUN,10.4,10.8,108,10.0,10.2
SABLAN,2019,RAINFED,SNAP BEANS,JUL,5,10.0,100,10.0,38.2
SABLAN,2019,RAINFED,SNAP BEANS,AUG,14,8.0,80,10.0,181.0
SABLAN,2019,RAINFED,SNAP BEANS,SEP,19,3.0,30,10.0,306.6
SABLAN,2019,RAINFED,SNAP BEANS,OCT,15,2.46,24.6,10.0,142.2
SABLAN,2019,RAINFED,SNAP BEANS,NOV,10,21.0,210,10.0,41.4
SABLAN,2019,RAINFED,SNAP BEANS,DEC,5,25.0,250,10.0,5.8
SABLAN,2019,RAINFED,GARDEN PEAS,JAN,5,1.62,19.44,12.0,6.4
SABLAN,2019,RAINFED,GARDEN PEAS,FEB,5,5.0,55,11.0,0.2
SABLAN,2019,RAINFED,GARDEN PEAS,MAR,5,5.0,55,11.0,23.8
SABLAN,2019,RAINFED,GARDEN PEAS,APR,5,5.0,55,11.0,14.6
SABLAN,2019,RAINFED,GARDEN PEAS,MAY,5,5.0,55,11.0,18.4
SABLAN,2019,RAINFED,GARDEN PEAS,JUN,1,5.0,55,11.0,10.2
SABLAN,2019,RAINFED,GARDEN PEAS,JUL,5,5.0,55,11.0,38.2
SABLAN,2019,RAINFED,GARDEN PEAS,AUG,5,0.4,4.8,12.0,181.0
SABLAN,2019,RAINFED,GARDEN PEAS,SEP,1,5.0,55,11.0,306.6
SABLAN,2019,RAINFED,GARDEN PEAS,OCT,2,5.0,55,11.0,142.2
SABLAN,2019,RAINFED,GARDEN PEAS,NOV,2,1.0,12,12.0,41.4
SABLAN,2019,RAINFED,GARDEN PEAS,DEC,5,2.0,24,12.0,5.8
SABLAN,2019,RAINFED,SWEET PEPPER,JAN,5,5.0,55,11.0,6.4
SABLAN,2019,RAINFED,SWEET PEPPER,FEB,5,5.0,55,11.0,0.2
SABLAN,2019,RAINFED,SWEET PEPPER,MAR,5,5.0,55,11.0,23.8
SABLAN,2019,RAINFED,SWEET PEPPER,APR,5,5.0,55,11.0,14.6
SABLAN,2019,RAINFED,SWEET PEPPER,MAY,5,5.0,55,11.0,18.4
SABLAN,2019,RAINFED,SWEET PEPPER,JUN,13,5.0,55,11.0,10.2
SABLAN,2019,RAINFED,SWEET PEPPER,JUL,10,5.0,55,11.0,38.2
SABLAN,2019,RAINFED,SWEET PEPPER,AUG,5,5.0,55,11.0,181.0
SABLAN,2019,RAINFED,SWEET PEPPER,SEP,5,5.0,55,11.0,306.6
SABLAN,2019,RAINFED,SWEET PEPPER,OCT,5,5.0,55,11.0,142.2
SABLAN,2019,RAINFED,SWEET PEPPER,NOV,5,10.0,80,8.0,41.4
SABLAN,2019,RAINFED,SWEET PEPPER,DEC,5,13.0,104,8.0,5.8
SABLAN,2019,RAINFED,WHITE POTATO,JAN,5,5.0,55,11.0,6.4
SABLAN,2019,RAINFED,WHITE POTATO,FEB,5,5.0,55,11.0,0.2
SABLAN,2019,RAINFED,WHITE POTATO,MAR,5,5.0,55,11.0,23.8
SABLAN,2019,RAINFED,WHITE POTATO,APR,5,5.0,55,11.0,14.6
SABLAN,2019,RAINFED,WHITE POTATO,MAY,5,5.0,55,11.0,18.4
SABLAN,2019,RAINFED,WHITE POTATO,JUN,5,5.0,55,11.0,10.2
SABLAN,2019,RAINFED,WHITE POTATO,JUL,5,5.0,55,11.0,38.2
SABLAN,2019,RAINFED,WHITE POTATO,AUG,5,5.0,55,11.0,181.0
SABLAN,2019,RAINFED,WHITE POTATO,SEP,5,5.0,55,11.0,306.6
SABLAN,2019,RAINFED,WHITE POTATO,OCT,5,5.0,55,11.0,142.2
SABLAN,2019,RAINFED,WHITE POTATO,NOV,5,5.0,55,11.0,41.4
SABLAN,2019,RAINFED,WHITE POTATO,DEC,5,5.0,55,11.0,5.8
SABLAN,2019,RAINFED,CARROTS,JAN,5,5.0,55,11.0,6.4
SABLAN,2019,RAINFED,CARROTS,FEB,5,5.0,55,11.0,0.2
SABLAN,2019,RAINFED,CARROTS,MAR,5,5.0,55,11.0,23.8
SABLAN,2019,RAINFED,CARROTS,APR,5,5.0,55,11.0,14.6
SABLAN,2019,RAINFED,CARROTS,MAY,5,5.0,55,11.0,18.4
SABLAN,2019,RAINFED,CARROTS,JUN,5,5.0,55,11.0,10.2
SABLAN,2019,RAINFED,CARROTS,JUL,5,5.0,55,11.0,38.2
SABLAN,2019,RAINFED,CARROTS,AUG,5,5.0,55,11.0,181.0
SABLAN,2019,RAINFED,CARROTS,SEP,5,5.0,55,11.0,306.6
SABLAN,2019,RAINFED,CARROTS,OCT,5,5.0,55,11.0,142.2
SABLAN,2019,RAINFED,CARROTS,NOV,5,5.0,55,11.0,41.4
SABLAN,2019,RAINFED,CARROTS,DEC,5,5.0,55,11.0,5.8
TUBA,2019,IRRIGATED,CABBAGE,JAN,0.75,0.75,13.5,18.0,6.4
TUBA,2019,IRRIGATED,CABBAGE,FEB,0.75,0.75,13.5,18.0,0.2
TUBA,2019,IRRIGATED,CABBAGE,MAR,0.75,0.75,13.5,18.0,23.8
TUBA,2019,IRRIGATED,CABBAGE,APR,0.75,0.75,13.5,18.0,14.6
TUBA,2019,IRRIGATED,CABBAGE,MAY,5,0.75,13.5,18.0,18.4
TUBA,2019,IRRIGATED,CABBAGE,JUN,5,0.75,13.5,18.0,10.2
TUBA,2019,IRRIGATED,CABBAGE,JUL,5,5.0,55,11.0,38.2
TUBA,2019,IRRIGATED,CABBAGE,AUG,5,5.0,55,11.0,181.0
TUBA,2019,IRRIGATED,CABBAGE,SEP,0.75,5.0,55,11.0,306.6
TUBA,2019,IRRIGATED,CABBAGE,OCT,0.75,5.0,55,11.0,142.2
TUBA,2019,IRRIGATED,CABBAGE,NOV,0.75,0.75,13.5,18.0,41.4
TUBA,2019,IRRIGATED,CABBAGE,DEC,0.75,0.75,13.5,18.0,5.8
TUBA,2019,IRRIGATED,CHINESE CABBAGE,JAN,1.25,1.25,22.5,18.0,6.4
TUBA,2019,IRRIGATED,CHINESE CABBAGE,FEB,1.25,1.25,22.5,18.0,0.2
TUBA,2019,IRRIGATED,CHINESE CABBAGE,MAR,1.25,1.25,22.5,18.0,23.8
TUBA,2019,IRRIGATED,CHINESE CABBAGE,APR,1.25,1.25,22.5,18.0,14.6
TUBA,2019,IRRIGATED,CHINESE CABBAGE,MAY,5,1.25,22.5,18.0,18.4
TUBA,2019,IRRIGATED,CHINESE CABBAGE,JUN,5,1.25,22.5,18.0,10.2
TUBA,2019,IRRIGATED,CHINESE CABBAGE,JUL,5,5.0,55,11.0,38.2
TUBA,2019,IRRIGATED,CHINESE CABBAGE,AUG,5,5.0,55,11.0,181.0
TUBA,2019,IRRIGATED,CHINESE CABBAGE,SEP,1.25,5.0,55,11.0,306.6
TUBA,2019,IRRIGATED,CHINESE CABBAGE,OCT,1.25,5.0,55,11.0,142.2
TUBA,2019,IRRIGATED,CHINESE CABBAGE,NOV,1.25,1.25,22.5,18.0,41.4
